,Geo Point,NOM_COM,Unnamed: 0,Nombre d’habitants de la commune,Policiers pour 100 habs,Libellé de la commune,president_gagnant,partie,Revenu fiscal de référence des foyers fiscaux 2021,Evolution,Age moyen,longitude,latitude
2793,"50.7646646687, 1.64196971669",wimille,846,4163.0,4.804227720393946,wimille,LE PEN,Extrême droite,67612.74,91.65982180281406,"25,0833795", 1.64196971669,50.7646646687
2794,"50.2335368197, 3.33620803337",iwuy,780,3359.0,2.977076510866329,iwuy,LE PEN,Extrême droite,38614.714,-88.13816671023382,"21,53880983", 3.33620803337,50.2335368197
2795,"50.3304609233, 3.38988833656",denain,795,20000.0,5.5,denain,LE PEN,Extrême droite,141982.885,115.40823740833272,"21,15603402", 3.38988833656,50.3304609233
2796,"44.566843086, 2.25289908108",decazeville,144,5529.0,1.808645324651836,decazeville,MÉLENCHON,Extrême gauche,59607.495,-93.8789677371948,"28,74538153", 2.25289908108,44.566843086
2797,"42.5158156994, 1.79179296255",porta,933,122.0,0.0,porta,LE PEN,Extrême droite,993.45,-85.92017716040063,"26,86046512", 1.79179296255,42.5158156994
2798,"43.6208852778, 0.879562055422",gimont,435,2973.0,3.363605785401951,gimont,MACRON,Centre,44022.575,-96.06422386695918,"27,4639576", 0.879562055422,43.6208852778
2799,"43.6972335451, 2.68828328649",lacaune,1200,2600.0,3.8461538461538463,lacaune,LE PEN,Extrême droite,34783.431,-74.46469843644809,"26,78873239", 2.68828328649,43.6972335451
2800,"46.2054917209, 0.158005124095",chaunay,1261,1232.0,0.0,chaunay,LE PEN,Extrême droite,13685.877,244.1172969770224,"29,13847584", 0.158005124095,46.2054917209
2801,"43.1005380173, -0.474587977096",arudy,887,2226.0,0.0,arudy,MÉLENCHON,Extrême gauche,33654.364,-94.75601737712232,"26,99222546", -0.474587977096,43.1005380173
2802,"43.5616187457, 6.22874114657",salernes,1235,3838.0,7.816571130797289,salernes,LE PEN,Extrême droite,66580.674,-96.08361579517803,"28,21931306", 6.22874114657,43.5616187457
2803,"43.6100884209, 6.67852594566",fayence,1224,5820.0,10.309278350515465,fayence,LE PEN,Extrême droite,102248.427,48.07269846801654,"25,52593985", 6.67852594566,43.6100884209
2804,"48.732261757, -0.0133263777725",argentan,833,13536.0,3.6938534278959807,argentan,MACRON,Centre,155560.128,-98.4293263116883,"26,46927643", -0.0133263777725,48.732261757
2805,"47.4574694549, 6.86423720937",seloncourt,287,5775.0,3.463203463203463,seloncourt,LE PEN,Extrême droite,93911.702,-99.69167740139562,"25,76777695", 6.86423720937,47.4574694549
2806,"45.8067605886, 3.3366798781",seychalles,882,808.0,0.0,seychalles,LE PEN,Extrême droite,10624.796,84.24825286057256,"20,17755682", 3.3366798781,45.8067605886
2807,"43.2413031794, 6.06800674963",cuers,1223,12101.0,8.263779852904719,cuers,LE PEN,Extrême droite,258262.508,-94.89330212808125,"23,71537901", 6.06800674963,43.2413031794
2808,"46.2894840118, 4.30953292084",la clayette,1044,1546.0,6.468305304010349,la clayette,MACRON,Centre,21440.24,-71.35385611355098,"30,50985222", 4.30953292084,46.2894840118
2809,"49.8729397459, 2.35705137085",longueau,1183,5810.0,8.605851979345957,longueau,MÉLENCHON,Extrême gauche,75634.334,-86.45833914528816,"23,85368957", 2.35705137085,49.8729397459
2810,"44.1884996848, 5.14988198805",malaucene,1247,2845.0,3.5149384885764503,malaucene,LE PEN,Extrême droite,40409.23,243.44376024982407,"27,21953938", 5.14988198805,44.1884996848
2811,"43.2967094229, 6.25427004741",pignans,1232,4635.0,8.629989212513484,pignans,LE PEN,Extrême droite,64722.439,-77.34247314134747,"23,16603053", 6.25427004741,43.2967094229
2812,"46.4263537117, 0.895545081829",montmorillon,1265,6399.0,3.1254883575558683,montmorillon,MACRON,Centre,82965.467,-63.12254953015572,"29,12196391", 0.895545081829,46.4263537117
2813,"44.5311505435, 5.06490811632",dieulefit,293,3200.0,3.125,dieulefit,MÉLENCHON,Extrême gauche,53183.699,-26.85257563600456,"30,56358941", 5.06490811632,44.5311505435
2814,"44.5050678127, 0.172319701696",marmande,622,18008.0,5.553087516659263,marmande,MACRON,Centre,231900.566,-99.3721623775597,"26,53476801", 0.172319701696,44.5050678127
2815,"45.7423034662, -0.649840149818",saintes,225,25148.0,5.567043104819469,saintes,MACRON,Centre,398715.492,-98.5842044983795,"27,49589683", -0.649840149818,45.7423034662
2816,"46.1041982355, -0.753923005919",surgeres,226,6786.0,2.947244326554671,surgeres,MACRON,Centre,93272.289,-69.22138685799808,"27,24532639", -0.753923005919,46.1041982355
2817,"47.5406755321, 6.80046811276",bethoncourt,280,5600.0,5.357142857142858,bethoncourt,MÉLENCHON,Extrême gauche,54338.163,-87.85941291390363,"23,74875828", 6.80046811276,47.5406755321
2818,"48.1363894536, -3.60418753226",gourin,703,3700.0,2.702702702702702,gourin,MACRON,Centre,53831.756,-97.94605808511989,"27,75262286", -3.60418753226,48.1363894536
2819,"43.6590794862, 5.83721885405",ginasservis,1228,1909.0,0.0,ginasservis,LE PEN,Extrême droite,28505.927,-88.86995325568608,"23,08174224", 5.83721885405,43.6590794862
2820,"47.8872807005, -4.16418386759",combrit,332,4312.0,2.319109461966605,combrit,MACRON,Centre,105682.91,-87.84320851876619,"27,30331869", -4.16418386759,47.8872807005
2821,"49.1497259419, 2.26959916421",persan,1345,13386.0,5.976393246675631,persan,MÉLENCHON,Extrême gauche,146859.228,734.4452239664505,"18,86543429", 2.26959916421,49.1497259419
2822,"49.5255632132, 1.92530108532",crillon,813,506.0,0.0,crillon,LE PEN,Extrême droite,7276.044,34.965662659544115,"21,82034632", 1.92530108532,49.5255632132
2823,"49.1588511928, 1.34670050243",gaillon,305,7300.0,5.47945205479452,gaillon,LE PEN,Extrême droite,82092.165,-18.317564167055394,"22,08496835", 1.34670050243,49.1588511928
2824,"49.2108808386, 5.97501612805",auboue,672,2579.0,3.8774718883288095,auboue,LE PEN,Extrême droite,30708.182,-96.75716393761115,"23,86554276", 5.97501612805,49.2108808386
2825,"46.9945038103, 0.696526491294",descartes,491,3311.0,6.040471156750227,descartes,MACRON,Centre,45157.567,-84.1678627194419,"29,75063613", 0.696526491294,46.9945038103
2826,"45.4092158592, 5.98612021715",la buissiere,511,695.0,0.0,la buissiere,MACRON,Centre,13754.941,-64.55616930672403,"22,01801802", 5.98612021715,45.4092158592
2827,"43.7892766546, 4.30899812613",milhaud,374,5839.0,10.275732145915397,milhaud,LE PEN,Extrême droite,77510.867,-88.36833421047918,"24,87462908", 4.30899812613,43.7892766546
2828,"47.8135382033, -3.34072060334",caudan,697,7000.0,1.4285714285714286,caudan,MACRON,Centre,113623.811,-99.09215419644744,"25,4130908", -3.34072060334,47.8135382033
2829,"50.4644184138, 2.99322735019",oignies,851,9817.0,3.0559233981868186,oignies,LE PEN,Extrême droite,110440.079,-71.84039953466531,"23,84700782", 2.99322735019,50.4644184138
2830,"48.0826841471, -2.30482107331",mauron,714,3200.0,3.125,mauron,MACRON,Centre,42426.516,-5.752445003968757,"28,77629781", -2.30482107331,48.0826841471
2831,"47.4167935679, 0.896949287647",noizay,498,1160.0,0.0,noizay,MACRON,Centre,20880.198,-69.4360944278402,"24,71442886", 0.896949287647,47.4167935679
2832,"45.7055456913, 3.17377695006",orcet,878,2870.0,0.0,orcet,MACRON,Centre,54907.752,-97.64944119365876,"24,56637863", 3.17377695006,45.7055456913
2833,"47.5393678729, 6.84677451755",nommay,284,1700.0,5.88235294117647,nommay,LE PEN,Extrême droite,28469.824,14.765444282339082,"27,79957507", 6.84677451755,47.5393678729
2834,"45.6078351289, 5.02721678774",valencin,523,2795.0,3.577817531305904,valencin,LE PEN,Extrême droite,53435.757,-42.22238865260204,"20,46945701", 5.02721678774,45.6078351289
2835,"44.5805398611, 6.47535715478",embrun,52,6236.0,3.207184092366901,embrun,MÉLENCHON,Extrême gauche,104585.519,-60.876125690020245,"28,23473408", 6.47535715478,44.5805398611
2836,"49.1601311382, 2.41930499171",lamorlaye,816,9162.0,6.548788474132286,lamorlaye,MACRON,Centre,263203.254,-98.04244935360867,"25,44684796", 2.41930499171,49.1601311382
2837,"45.9088258551, 5.79490490508",anglefort,1,1130.0,0.0,anglefort,LE PEN,Extrême droite,17286.548,8.730430158756985,"40,54504059", 5.79490490508,45.9088258551
2838,"47.6674184229, -2.99019865229",auray,692,14564.0,4.11974732216424,auray,MACRON,Centre,225843.875,-99.46473553909752,"26,26199685", -2.99019865229,47.6674184229
2839,"44.1876532365, 7.07522754107",isola,85,665.0,15.037593984962408,isola,MACRON,Centre,8969.298,-17.197934554075474,"24,69314079", 7.07522754107,44.1876532365
2840,"43.7921313321, 4.39547504095",caissargues,356,4041.0,7.423904974016332,caissargues,LE PEN,Extrême droite,71760.387,-47.537166988801225,"26,28725591", 4.39547504095,43.7921313321
2841,"43.2731677434, 3.29709652782",serignan,481,7662.0,10.44113808405116,serignan,LE PEN,Extrême droite,125663.18,-92.96466554483185,"28,11912895", 3.29709652782,43.2731677434
2842,"44.5574758811, 3.28807702381",marvejols,625,5877.0,5.104645227156713,marvejols,MACRON,Centre,66143.686,-87.9232267158501,"27,30888889", 3.28807702381,44.5574758811
2843,"45.7498631422, 5.68364233138",belley,6,9520.0,5.2521008403361344,belley,MACRON,Centre,127685.421,9.365000253239554,"45,04791477", 5.68364233138,45.7498631422
2844,"49.2438484504, 6.08769043817",rombas,746,9833.0,4.067934506254449,rombas,LE PEN,Extrême droite,119635.435,-94.39984733620102,"23,80008626", 6.08769043817,49.2438484504
2845,"48.621802728, 7.7598603172",bischheim,945,17137.0,1.7505981210246837,bischheim,MÉLENCHON,Extrême gauche,222116.971,-66.3506693506999,"22,80621428", 7.7598603172,48.621802728
2846,"48.0237883177, 7.5450722313",volgelsheim,983,2713.0,7.371913011426464,volgelsheim,LE PEN,Extrême droite,39551.659,-55.08840729032378,"22,37026814", 7.5450722313,48.0237883177
2847,"42.6433444523, 2.75828994692",thuir,941,8059.0,7.44509244323117,thuir,LE PEN,Extrême droite,105503.566,-99.38938935959756,"26,59370799", 2.75828994692,42.6433444523
2848,"50.5723754513, 2.93275743081",wavrin,769,7771.0,3.860507013254407,wavrin,LE PEN,Extrême droite,124629.587,-97.7628129346204,"22,37240807", 2.93275743081,50.5723754513
2849,"50.5398927913, 3.085816073",avelin,759,2685.0,0.0,avelin,MACRON,Centre,62884.842,-97.35300917190824,"24,09798995", 3.085816073,50.5398927913
2850,"43.6670207268, 1.3738907223",beauzelle,408,6202.0,4.837149306675266,beauzelle,MACRON,Centre,130260.257,-93.14889652029476,"22,6954933", 1.3738907223,43.6670207268
2851,"48.9277147782, 6.64250580216",morhange,741,3527.0,5.670541536716756,morhange,LE PEN,Extrême droite,35521.407,-86.20118003771641,"24,34765876", 6.64250580216,48.9277147782
2852,"47.7090445011, -3.02422031237",brech,695,7000.0,1.4285714285714286,brech,MACRON,Centre,113605.775,-92.42697741378024,"24,25603705", -3.02422031237,47.7090445011
2853,"48.3999000994, -4.5027702561",brest,330,142555.0,0.0,brest,MACRON,Centre,1852880.38,-99.55212602553438,"22,31696164", -4.5027702561,48.3999000994
2854,"43.7133375514, 1.55087932453",garidech,414,1942.0,5.149330587023687,garidech,MACRON,Centre,34075.903,-53.67201274167262,"20,53767123", 1.55087932453,43.7133375514
2855,"48.619059498, 7.50564566183",marlenheim,954,4537.0,0.0,marlenheim,MACRON,Centre,75761.704,-95.7464789862699,"24,34134134", 7.50564566183,48.619059498
2856,"44.6749737187, 4.21186226567",thueyts,94,1241.0,0.0,thueyts,LE PEN,Extrême droite,15484.663,-95.5793613332108,"29,09915254", 4.21186226567,44.6749737187
2857,"46.1372347828, 3.48311311787",cusset,31,13171.0,3.036975172727963,cusset,MACRON,Centre,173472.163,-93.79561953118667,"26,29188841", 3.48311311787,46.1372347828
2858,"48.6518313707, 6.19871166784",heillecourt,676,5756.0,1.7373175816539264,heillecourt,MACRON,Centre,109341.667,-81.20390372317993,"25,99210111", 6.19871166784,48.6518313707
2859,"47.6369683883, -3.15622275494",erdeven,701,3950.0,2.5316455696202533,erdeven,MACRON,Centre,69317.502,-96.72777590860098,"26,28678097", -3.15622275494,47.6369683883
2860,"42.7480400894, 2.75642422087",calce,921,215.0,0.0,calce,MÉLENCHON,Extrême gauche,3186.201,-82.3500777257932,"22,39411765", 2.75642422087,42.7480400894
2861,"44.9391775705, 6.72800976414",montgenevre,55,456.0,0.0,montgenevre,MACRON,Centre,8263.116,83.98020795060846,"21,94472362", 6.72800976414,44.9391775705
2862,"48.0382632246, 6.3825360174",xertigny,1282,2635.0,0.0,xertigny,LE PEN,Extrême droite,32628.055,-96.87146230444937,"26,6602728", 6.3825360174,48.0382632246
2864,"47.0316653892, 2.66534436105",avord,227,2714.0,3.684598378776714,avord,LE PEN,Extrême droite,30298.661,-81.33279883226523,"21,86750484", 2.66534436105,47.0316653892
2865,"50.1629944689, 2.34613159914",doullens,1181,5257.0,5.706676811869888,doullens,LE PEN,Extrême droite,65067.487,-82.65884311776172,"25,21418261", 2.34613159914,50.1629944689
2866,"50.7097105802, 3.09556096808",bondues,761,10000.0,8.0,bondues,MACRON,Centre,328936.643,-99.53210594418329,"25,13952725", 3.09556096808,50.7097105802
2867,"49.9203998095, 2.49404297972",corbie,1180,6600.0,4.545454545454546,corbie,LE PEN,Extrême droite,81512.1,-84.18862966357143,"25,19087615", 2.49404297972,49.9203998095
2868,"50.105668872, 3.95173569077",avesnelles,770,2417.0,0.0,avesnelles,LE PEN,Extrême droite,31997.737,-56.48096613832409,"25,87869565", 3.95173569077,50.105668872
2869,"49.1984374198, 6.21023696167",argancy,722,1373.0,0.0,argancy,MACRON,Centre,26630.193,119.60038366976912,"23,18344156", 6.21023696167,49.1984374198
2870,"46.8246361552, 2.914027854",sancoins,235,3017.0,3.3145508783559827,sancoins,LE PEN,Extrême droite,36287.492,60.47287864369354,"29,44587814", 2.914027854,46.8246361552
2871,"45.1224947127, 5.65594109781",claix,505,8018.0,7.483162883512097,claix,LE PEN,Extrême droite,16802.975,-82.49346916245486,"21,72857143", 5.65594109781,45.1224947127
2875,"47.3230744087, 5.03738286925",dijon,248,155114.0,4.577278646672769,dijon,MACRON,Centre,2327065.038,-99.9402299043092,"21,79180093", 5.03738286925,47.3230744087
2876,"44.4778066856, -1.06413143792",sanguinet,538,4343.0,4.605111673958094,sanguinet,MACRON,Centre,91651.669,-90.40453153122613,"23,72043269", -1.06413143792,44.4778066856
2877,"47.381412804, 0.638106614595",la riche,499,10397.0,2.8854477253053767,la riche,MÉLENCHON,Extrême gauche,141191.284,-65.02665136185036,"21,8277222", 0.638106614595,47.381412804
2878,"49.0280589506, 6.81629033163",altrippe,721,389.0,0.0,altrippe,LE PEN,Extrême droite,6012.545,125.0821573892586,"24,38793103", 6.81629033163,49.0280589506
2879,"48.8694561887, 2.42256669613",bagnolet,1328,35881.0,0.0,bagnolet,MÉLENCHON,Extrême gauche,506840.068,-71.26076602925559,"20,78657502", 2.42256669613,48.8694561887
2880,"49.083252805, 2.65379946742",othis,1142,6739.0,4.451699065143196,othis,LE PEN,Extrême droite,113026.201,-88.02951538643681,"20,79613527", 2.65379946742,49.083252805
2881,"50.6982362536, 1.59232493034",outreau,842,13378.0,2.989983555090447,outreau,LE PEN,Extrême droite,153693.051,-92.04819416331324,"23,65588421", 1.59232493034,50.6982362536
2882,"48.254689277, 7.63008800196",sundhouse,958,1860.0,0.0,sundhouse,LE PEN,Extrême droite,27557.058,61.38047102125343,"20,70048309", 7.63008800196,48.254689277
2883,"47.6338094555, -2.82331692523",arradon,690,5200.0,3.8461538461538463,arradon,MACRON,Centre,155231.68,-99.10741737768991,"28,76026594", -2.82331692523,47.6338094555
2884,"50.4824015449, 2.99989240235",libercourt,849,8398.0,3.57227911407478,libercourt,LE PEN,Extrême droite,85269.083,-99.25118462925184,"22,50783457", 2.99989240235,50.4824015449
2885,"50.4141779528, 3.06165820851",auby,781,7200.0,1.3888888888888888,auby,LE PEN,Extrême droite,71789.696,-98.19308470118052,"22,54538734", 3.06165820851,50.4141779528
2886,"50.4372553549, 2.82129881832",lens,855,31614.0,4.428417789586892,lens,LE PEN,Extrême droite,326794.04,-99.32363760367234,"23,65784926", 2.82129881832,50.4372553549
2887,"50.468637233, 2.72438027678",mazingarbe,850,8103.0,2.4682216463038382,mazingarbe,LE PEN,Extrême droite,80231.468,-56.5423843422633,"21,34496947", 2.72438027678,50.468637233
2888,"47.8563869619, -3.55581087717",quimperle,343,12220.0,3.273322422258593,quimperle,MACRON,Centre,175362.827,-37.3002118630307,"25,14234721", -3.55581087717,47.8563869619
2889,"47.0185774614, -0.768274263206",maulevrier,627,3113.0,0.0,maulevrier,MACRON,Centre,46571.695,-34.847039602058715,"23,92085077", -0.768274263206,47.0185774614
2890,"46.5937800174, 4.04916758902",gueugnon,1043,7500.0,4.0,gueugnon,LE PEN,Extrême droite,94328.804,-96.87283324402162,"29,53004089", 4.04916758902,46.5937800174
2891,"46.1454516495, 6.53330225799",mieussy,1089,2410.0,0.0,mieussy,MACRON,Centre,51884.07,-94.47494577815505,"22,60120706", 6.53330225799,46.1454516495
2893,"42.7198847034, 1.74255815817",luzenac,116,538.0,0.0,luzenac,LE PEN,Extrême droite,7364.533,-35.7898321590792,"29,82244898", 1.74255815817,42.7198847034
2894,"42.6002914906, 2.97193697414",elne,926,9364.0,10.679196924391286,elne,LE PEN,Extrême droite,116808.049,-96.75638277290292,"24,35393646", 2.97193697414,42.6002914906
2895,"46.5654036459, 4.89909489817",tournus,1058,5885.0,5.097706032285472,tournus,MACRON,Centre,78427.247,-98.12149723934591,"27,83955505", 4.89909489817,46.5654036459
2896,"46.44688754, 4.28028341775",charolles,1038,3200.0,3.125,charolles,MACRON,Centre,39034.296,-95.33191529828024,"28,40857143", 4.28028341775,46.44688754
2897,"45.9184078015, 6.06302741902",poisy,1093,8109.0,2.466395363176717,poisy,MACRON,Centre,181529.022,-95.46541984895396,"21,89213658", 6.06302741902,45.9184078015
2898,"50.1203050342, 3.68887442028",landrecies,777,3551.0,5.632216277105041,landrecies,LE PEN,Extrême droite,37413.835,62.4277302767813,"24,76763614", 3.68887442028,50.1203050342
2899,"50.2782184606, 1.6650323643",rue,1193,3300.0,6.0606060606060606,rue,LE PEN,Extrême droite,39687.185,-86.82839813405762,"28,78590695", 1.6650323643,50.2782184606
2900,"50.0896506447, 4.80066122696",chooz,98,760.0,13.157894736842104,chooz,LE PEN,Extrême droite,14242.694,-96.74067981801755,"24,12573099", 4.80066122696,50.0896506447
2901,"43.3940641571, 5.5329144333",cadolive,156,2128.0,4.699248120300752,cadolive,LE PEN,Extrême droite,40493.14,-23.710685316080703,"23,37896825", 5.5329144333,43.3940641571
2902,"45.8953897687, 3.21609681294",ennezat,874,2565.0,0.0,ennezat,MACRON,Centre,40979.316,47.55498359221029,"23,82023911", 3.21609681294,45.8953897687
2903,"45.4615044607, 5.95838506162",chapareillan,503,3073.0,0.0,chapareillan,MACRON,Centre,52806.76,545.5738469847421,"22,73318216", 5.95838506162,45.4615044607
2904,"48.3461560636, 6.63170696202",rambervillers,1279,5231.0,9.558401835213152,rambervillers,LE PEN,Extrême droite,55583.898,-71.95978230961781,"25,24528302", 6.63170696202,48.3461560636
2905,"48.4993372346, 4.93076532036",wassy,653,52550.0,0.1902949571836346,wassy,LE PEN,Extrême droite,35157.53,-85.69626193876532,"26,54430863", 4.93076532036,48.4993372346
2906,"48.0863339076, 7.25236245785",turckheim,982,3760.0,7.978723404255319,turckheim,MACRON,Centre,80979.378,-91.17418758143585,"26,77867036", 7.25236245785,48.0863339076
2907,"44.4848498677, 6.57954727631",les orres,54,556.0,0.0,les orres,MACRON,Centre,7459.915,-9.068025574017929,"26,76150628", 6.57954727631,44.4848498677
2908,"43.6127048957, 3.1663606193",bedarieux,444,5974.0,13.391362571141617,bedarieux,LE PEN,Extrême droite,67278.371,-85.79811482058625,"27,57789318", 3.1663606193,43.6127048957
2909,"45.3292513882, 1.06216901275",excideuil,273,1300.0,7.6923076923076925,excideuil,MACRON,Centre,15048.857,-65.42536752126756,"32,88617201", 1.06216901275,45.3292513882
2910,"44.694341709, 2.86772445705",laguiole,150,1262.0,0.0,laguiole,MACRON,Centre,18526.048,-40.23279546722539,"29,01821494", 2.86772445705,44.694341709
2911,"44.7477803652, 5.37736462532",die,292,4898.0,6.124948958758678,die,MÉLENCHON,Extrême gauche,72088.139,-32.58902272397404,"27,25596529", 5.37736462532,44.7477803652
2912,"47.078972743, 6.62863540169",les fins,281,3200.0,3.125,les fins,MACRON,Centre,74648.553,-95.80435939595507,"22,47020818", 6.62863540169,47.078972743
2913,"48.1100979739, 7.3849252282",colmar,966,70060.0,3.996574364830145,colmar,MACRON,Centre,995307.485,-98.70604730758151,"23,63539616", 7.3849252282,48.1100979739
2914,"48.06497449, 6.85961979875",gerardmer,1276,8431.0,9.488791365199855,gerardmer,MACRON,Centre,129829.574,-92.58493677257232,"27,66662122", 6.85961979875,48.06497449
2915,"48.6591164694, 7.83179816549",la wantzenau,953,5900.0,1.694915254237288,la wantzenau,MACRON,Centre,156059.703,-91.88762649381692,"25,61337532", 7.83179816549,48.6591164694
2916,"50.7259486198, 3.15990429501",tourcoing,767,98000.0,6.224489795918367,tourcoing,MÉLENCHON,Extrême gauche,1041270.826,-99.04071085537166,"20,21622921", 3.15990429501,50.7259486198
2917,"47.0812376302, -1.21771018277",getigne,569,3807.0,0.0,getigne,MACRON,Centre,62795.112,-94.67196905389706,"23,82683215", -1.21771018277,47.0812376302
2918,"47.852998078, 7.37286602013",ensisheim,968,7600.0,2.631578947368421,ensisheim,LE PEN,Extrême droite,113084.768,-93.51610819947034,"23,15043605", 7.37286602013,47.852998078
2919,"50.8213050813, 2.58538180643",steenvoorde,789,4388.0,2.2789425706472195,steenvoorde,MACRON,Centre,64410.845,165.37186090323763,"24,52443325", 2.58538180643,50.8213050813
2920,"49.9727425357, 4.66069397312",fumay,101,3200.0,9.375,fumay,LE PEN,Extrême droite,34715.681,-95.03577072274628,"27,04668874", 4.66069397312,49.9727425357
2921,"50.9500555648, 1.87591279453",calais,847,74481.0,3.759348021643104,calais,LE PEN,Extrême droite,751713.972,-99.5617609725631,"22,67358873", 1.87591279453,50.9500555648
2922,"48.1851479485, 5.89332263212",contrexeville,1274,3414.0,5.858230814294084,contrexeville,LE PEN,Extrême droite,41617.348,-96.1333120024851,"25,12130376", 5.89332263212,48.1851479485
2923,"50.2913205013, 4.1039640932",jeumont,775,10455.0,9.564801530368246,jeumont,LE PEN,Extrême droite,92838.602,450.7639850070125,"22,06906021", 4.1039640932,50.2913205013
2924,"16.3114570341, -61.052978658",la desirade,1348,1466.0,13.642564802182813,la desirade,MÉLENCHON,Extrême gauche,11411.728,272.0696900592093,"26,74920128", -61.052978658,16.3114570341
